file_path,start,type
org/apache/commons/net/PrintCommandListener.java,43,Interface
org/apache/commons/net/PrintCommandListener.java,55,Interface
org/apache/commons/net/PrintCommandListener.java,68,Interface
org/apache/commons/net/PrintCommandListener.java,82,Interface
org/apache/commons/net/examples/cidr/SubnetUtilsExample.java,32,Interface
org/apache/commons/net/examples/ftp/FTPClientExample.java,96,Interface
org/apache/commons/net/examples/ftp/ServerToServerFTP.java,48,Interface
org/apache/commons/net/examples/ftp/TFTPExample.java,158,Resource
org/apache/commons/net/examples/ftp/TFTPExample.java,205,Resource
org/apache/commons/net/examples/mail/IMAPExportMbox.java,232,Interface
org/apache/commons/net/examples/mail/IMAPExportMbox.java,232,Interface
org/apache/commons/net/examples/mail/IMAPImportMbox.java,83,Interface
org/apache/commons/net/examples/mail/POP3Mail.java,39,Interface
org/apache/commons/net/examples/mail/SMTPMail.java,50,Interface
org/apache/commons/net/examples/mail/SMTPMail.java,50,Interface
org/apache/commons/net/examples/mail/SMTPMail.java,50,Interface
org/apache/commons/net/examples/mail/Utils.java,42,Interface
org/apache/commons/net/examples/nntp/ArticleReader.java,36,Interface
org/apache/commons/net/examples/nntp/ExtendedNNTPOps.java,48,Interface
org/apache/commons/net/examples/nntp/MessageThreading.java,36,Interface
org/apache/commons/net/examples/nntp/PostMessage.java,50,Interface
org/apache/commons/net/examples/nntp/PostMessage.java,50,Interface
org/apache/commons/net/examples/nntp/PostMessage.java,50,Interface
org/apache/commons/net/examples/telnet/TelnetClientExample.java,51,Interface
org/apache/commons/net/examples/telnet/TelnetClientExample.java,51,Interface
org/apache/commons/net/examples/telnet/TelnetClientExample.java,241,Interface
org/apache/commons/net/examples/unix/chargen.java,40,Interface
org/apache/commons/net/examples/unix/echo.java,42,Interface
org/apache/commons/net/examples/unix/echo.java,42,Interface
org/apache/commons/net/examples/unix/echo.java,74,Interface
org/apache/commons/net/examples/unix/echo.java,74,Interface
org/apache/commons/net/examples/unix/echo.java,74,Interface
org/apache/commons/net/ftp/FTPClient.java,1577,Interface
org/apache/commons/net/ftp/FTPSServerSocketFactory.java,84,Check
org/apache/commons/net/ftp/FTPSSocketFactory.java,115,Check
org/apache/commons/net/ftp/parser/CompositeFileEntryParser.java,32,Interface
org/apache/commons/net/ftp/parser/ConfigurableFTPFileEntryParserImpl.java,72,Refactorings - Redundancies
org/apache/commons/net/io/DotTerminatedMessageWriter.java,125,Logic
org/apache/commons/net/io/ToNetASCIIOutputStream.java,80,Logic
org/apache/commons/net/tftp/TFTPDataPacket.java,122,Interface
org/apache/commons/net/tftp/TFTPDataPacket.java,98,Interface
org/apache/commons/net/tftp/TFTPDataPacket.java,210,Interface
org/apache/commons/net/tftp/TFTPErrorPacket.java,152,Interface
org/apache/commons/net/tftp/TFTPErrorPacket.java,179,Interface
org/apache/commons/net/tftp/TFTPRequestPacket.java,166,Interface
org/apache/commons/net/tftp/TFTPRequestPacket.java,192,Interface
org/apache/commons/net/util/SSLSocketUtils.java,38,Refactorings - Redundancies
